accuracy,precision,recall,f1,approach,train_time_sec,test_time_sec,ensemble_size
0.6946983770043019,0.5378142715509571,0.7567606238374589,0.6287726806651509,GA+AL+EL,43.34877371788025,0.043294668197631836,15
