accuracy,precision,recall,f1,approach,train_time_sec,model_type,voting
0.7015851095033242,0.5436049735671419,0.7889719559307483,0.6436987910492409,GA (best individual),358.61456751823425,best_individual,
0.6946983770043019,0.5378142715509571,0.7567606238374589,0.6287726806651509,GA+AL (best individual),64.27362871170044,best_individual,
0.6946983770043019,0.5378142715509571,0.7567606238374589,0.6287726806651509,GA+AL+EL (soft voting),64.27362871170044,ensemble,soft
0.6946983770043019,0.5378142715509571,0.7567606238374589,0.6287726806651509,GA+AL+EL (hard voting),64.27362871170044,ensemble,hard
